Rank 0 k8N5R_4j3Vc|| PageRank Score: 0.000285525|| Category: Sports|| Length: 281|| Views: 13133|| Ratings: 37|| Rate: 4.78|| Comments: 0
Rank 1063 2a0g6ctESzQ|| PageRank Score: 2.91398e-05|| Category: Film|| Length: 34|| Views: 9952|| Ratings: 8|| Rate: 4.5|| Comments: 14
Rank 1064 CKEznuruf4I|| PageRank Score: 2.91398e-05|| Category: Sports|| Length: 1631|| Views: 500|| Ratings: 3|| Rate: 4|| Comments: 0
Rank 1065 PmQqv59lmbQ|| PageRank Score: 2.91398e-05|| Category: Music|| Length: 222|| Views: 2246|| Ratings: 9|| Rate: 5|| Comments: 0
Rank 1066 BrTVrKOwAk4|| PageRank Score: 2.91398e-05|| Category: Comedy|| Length: 567|| Views: 3201|| Ratings: 16|| Rate: 4.94|| Comments: 5
Rank 1067 cZY7wMtTYNQ|| PageRank Score: 2.91398e-05|| Category: People|| Length: 198|| Views: 18215|| Ratings: 11|| Rate: 4.64|| Comments: 2
Rank 1068 X2jyjhYbzlo|| PageRank Score: 2.91398e-05|| Category: Sports|| Length: 52|| Views: 154|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1069 5oIoLDuK7D0|| PageRank Score: 2.91398e-05|| Category: Music|| Length: 36|| Views: 628|| Ratings: 2|| Rate: 5|| Comments: 0
Rank 1070 BoRvKzoiqnM|| PageRank Score: 2.91398e-05|| Category: Entertainment|| Length: 69|| Views: 752|| Ratings: 0|| Rate: 0|| Comments: 4
Rank 1071 IYVxqLpDo4w|| PageRank Score: 2.91398e-05|| Category: Comedy|| Length: 45|| Views: 939|| Ratings: 9|| Rate: 3.22|| Comments: 7
Rank 1072 RnyNK7H7vcs|| PageRank Score: 2.91398e-05|| Category: Comedy|| Length: 72|| Views: 1873|| Ratings: 4|| Rate: 5|| Comments: 15
Rank 1073 urAPkijvyvs|| PageRank Score: 2.91398e-05|| Category: People|| Length: 393|| Views: 474|| Ratings: 2|| Rate: 5|| Comments: 0
Rank 1074 dXmSBN4bgsM|| PageRank Score: 2.91398e-05|| Category: Entertainment|| Length: 361|| Views: 7146|| Ratings: 74|| Rate: 4.65|| Comments: 42
Rank 1075 4NIDdwP_3yU|| PageRank Score: 2.91398e-05|| Category: Entertainment|| Length: 254|| Views: 330|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1076 TrCr9B1hrs4|| PageRank Score: 2.91398e-05|| Category: People|| Length: 274|| Views: 1248|| Ratings: 79|| Rate: 2.86|| Comments: 24
Rank 1077 8_qqrgHjuEQ|| PageRank Score: 2.91398e-05|| Category: Entertainment|| Length: 364|| Views: 448|| Ratings: 1|| Rate: 4|| Comments: 1
Rank 1078 xBKbT0cUYBo|| PageRank Score: 2.91367e-05|| Category: Music|| Length: 194|| Views: 37488|| Ratings: 38|| Rate: 4.89|| Comments: 53
Rank 1079 8Q-NuST9sW0|| PageRank Score: 2.91367e-05|| Category: Music|| Length: 237|| Views: 15498|| Ratings: 22|| Rate: 5|| Comments: 20
Rank 1080 vMHDgbBEUx0|| PageRank Score: 2.91367e-05|| Category: Film|| Length: 54|| Views: 447|| Ratings: 2|| Rate: 3.5|| Comments: 0
Rank 1081 jKWzXMEvDKs|| PageRank Score: 2.91367e-05|| Category: Comedy|| Length: 32|| Views: 54|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1082 pm_UU6Fb9Ag|| PageRank Score: 2.90993e-05|| Category: Comedy|| Length: 306|| Views: 918|| Ratings: 3|| Rate: 4|| Comments: 1
Rank 1083 5zDpZdFzTLA|| PageRank Score: 2.90993e-05|| Category: Film|| Length: 190|| Views: 1141|| Ratings: 6|| Rate: 5|| Comments: 2
Rank 1084 bjcdm2764LY|| PageRank Score: 2.90799e-05|| Category: Comedy|| Length: 405|| Views: 365|| Ratings: 28|| Rate: 4.57|| Comments: 38
Rank 1085 52suIRgyP0o|| PageRank Score: 2.90741e-05|| Category: Travel|| Length: 169|| Views: 461|| Ratings: 7|| Rate: 3.43|| Comments: 1
Rank 1086 rvyJATmJ74k|| PageRank Score: 2.90741e-05|| Category: Film|| Length: 345|| Views: 677|| Ratings: 1|| Rate: 5|| Comments: 0
Rank 1087 3Ojp6J1HFUQ|| PageRank Score: 2.90741e-05|| Category: Sports|| Length: 200|| Views: 201|| Ratings: 1|| Rate: 1|| Comments: 0
Rank 1088 ATfLNiId0f4|| PageRank Score: 2.90741e-05|| Category: Comedy|| Length: 480|| Views: 169|| Ratings: 4|| Rate: 5|| Comments: 4
Rank 1089 Ucdak7K3JpU|| PageRank Score: 2.90741e-05|| Category: People|| Length: 124|| Views: 1312|| Ratings: 9|| Rate: 4.56|| Comments: 0
Rank 1090 mb70OXlI_rg|| PageRank Score: 2.90741e-05|| Category: Comedy|| Length: 450|| Views: 567|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1091 pGWzBpYfJ1U|| PageRank Score: 2.90741e-05|| Category: People|| Length: 265|| Views: 438|| Ratings: 3|| Rate: 1|| Comments: 0
Rank 1092 gKDcJONdbNs|| PageRank Score: 2.90741e-05|| Category: People|| Length: 120|| Views: 5258|| Ratings: 15|| Rate: 3.33|| Comments: 2
Rank 1093 4zBy7BOERO0|| PageRank Score: 2.90741e-05|| Category: People|| Length: 320|| Views: 30838|| Ratings: 16|| Rate: 3.12|| Comments: 8
Rank 1094 l1MWg7KwO08|| PageRank Score: 2.90741e-05|| Category: Comedy|| Length: 156|| Views: 6199|| Ratings: 12|| Rate: 4.58|| Comments: 6
Rank 1095 PuKK8t9WPV8|| PageRank Score: 2.90741e-05|| Category: Gadgets|| Length: 67|| Views: 1115|| Ratings: 2|| Rate: 5|| Comments: 4
Rank 1096 pdbE8bxj_Z0|| PageRank Score: 2.90741e-05|| Category: Music|| Length: 292|| Views: 2232|| Ratings: 6|| Rate: 4.83|| Comments: 4
Rank 1097 7r3AiKwB8Fo|| PageRank Score: 2.90741e-05|| Category: People|| Length: 233|| Views: 806|| Ratings: 2|| Rate: 3|| Comments: 3
Rank 1098 oyyi3HPC8uw|| PageRank Score: 2.90741e-05|| Category: Entertainment|| Length: 270|| Views: 283|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1099 83gZNtWrOd4|| PageRank Score: 2.90741e-05|| Category: Sports|| Length: 83|| Views: 1100|| Ratings: 6|| Rate: 5|| Comments: 10
Rank 1100 8RkXcBpC_TU|| PageRank Score: 2.90143e-05|| Category: Film|| Length: 271|| Views: 100|| Ratings: 2|| Rate: 5|| Comments: 2
Rank 1101 B2Zt37g55p0|| PageRank Score: 2.90143e-05|| Category: People|| Length: 446|| Views: 6427|| Ratings: 18|| Rate: 4.78|| Comments: 17
Rank 1102 quC1Dv301Cc|| PageRank Score: 2.90143e-05|| Category: People|| Length: 25|| Views: 1321|| Ratings: 7|| Rate: 5|| Comments: 8
Rank 1103 tJbCkvcf5BM|| PageRank Score: 2.90143e-05|| Category: Music|| Length: 363|| Views: 8959|| Ratings: 26|| Rate: 4.08|| Comments: 15
Rank 1104 hZpfsGuMrKM|| PageRank Score: 2.90143e-05|| Category: Entertainment|| Length: 9|| Views: 21|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1105 6axq48Ybuj8|| PageRank Score: 2.90143e-05|| Category: News|| Length: 173|| Views: 5408|| Ratings: 21|| Rate: 4.43|| Comments: 12
Rank 1106 m4sdeQNi_5c|| PageRank Score: 2.90143e-05|| Category: Entertainment|| Length: 33|| Views: 2073|| Ratings: 8|| Rate: 1.62|| Comments: 1
Rank 1107 UMznGH3uhvE|| PageRank Score: 2.89202e-05|| Category: Autos|| Length: 259|| Views: 5121|| Ratings: 19|| Rate: 4.84|| Comments: 13
Rank 1108 rhGXN8WfwyE|| PageRank Score: 2.87249e-05|| Category: Music|| Length: 148|| Views: 538|| Ratings: 10|| Rate: 4.9|| Comments: 6
Rank 1109 0q5e4xsNk8k|| PageRank Score: 2.85613e-05|| Category: Sports|| Length: 123|| Views: 365|| Ratings: 5|| Rate: 5|| Comments: 0
Rank 1110 oPNZdtsOqQk|| PageRank Score: 2.85314e-05|| Category: Music|| Length: 177|| Views: 12378|| Ratings: 12|| Rate: 4.67|| Comments: 7
Rank 1111 oekGSVAG4ZU|| PageRank Score: 2.83154e-05|| Category: Sports|| Length: 73|| Views: 2233|| Ratings: 5|| Rate: 5|| Comments: 2
Rank 1112 EuNiQBy-rfY|| PageRank Score: 2.83109e-05|| Category: People|| Length: 180|| Views: 652|| Ratings: 27|| Rate: 4.96|| Comments: 22
Rank 1113 j9KamZ1c2Qo|| PageRank Score: 2.82854e-05|| Category: Entertainment|| Length: 278|| Views: 742|| Ratings: 9|| Rate: 4.44|| Comments: 5
Rank 1114 jN9Y4bwNOSk|| PageRank Score: 2.82089e-05|| Category: Music|| Length: 141|| Views: 138|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1115 BR8bzLQmdy4|| PageRank Score: 2.81169e-05|| Category: Gadgets|| Length: 59|| Views: 4345|| Ratings: 3|| Rate: 5|| Comments: 4
Rank 1116 N1bNZI8dtM0|| PageRank Score: 2.81163e-05|| Category: Gadgets|| Length: 68|| Views: 281|| Ratings: 5|| Rate: 3.8|| Comments: 1
Rank 1117 _DBbtOgWKmg|| PageRank Score: 2.81163e-05|| Category: Film|| Length: 197|| Views: 58|| Ratings: 3|| Rate: 4.33|| Comments: 7
Rank 1118 qWYQhGxoFwQ|| PageRank Score: 2.80808e-05|| Category: Entertainment|| Length: 332|| Views: 752|| Ratings: 20|| Rate: 4.8|| Comments: 15
Rank 1119 8dbhuXK1lV8|| PageRank Score: 2.80593e-05|| Category: Entertainment|| Length: 140|| Views: 1589|| Ratings: 89|| Rate: 4.71|| Comments: 28
Rank 1120 -C52-uOqZXg|| PageRank Score: 2.80546e-05|| Category: Music|| Length: 217|| Views: 201|| Ratings: 3|| Rate: 5|| Comments: 2
Rank 1121 TvAwBBJwxa4|| PageRank Score: 2.80506e-05|| Category: Music|| Length: 83|| Views: 139|| Ratings: 0|| Rate: 0|| Comments: 1
Rank 1122 t38xqE79M1s|| PageRank Score: 2.80209e-05|| Category: People|| Length: 26|| Views: 57076|| Ratings: 88|| Rate: 2.38|| Comments: 18
Rank 1123 K9lQzxYoPnU|| PageRank Score: 2.79951e-05|| Category: Entertainment|| Length: 322|| Views: 60|| Ratings: 1|| Rate: 5|| Comments: 0
Rank 1124 Hj1BafYi4R0|| PageRank Score: 2.79649e-05|| Category: People|| Length: 570|| Views: 2691|| Ratings: 17|| Rate: 4.53|| Comments: 18
Rank 1125 fWaF9ft8DMU|| PageRank Score: 2.79612e-05|| Category: Howto|| Length: 57|| Views: 583|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1126 YYFvFaYJyfM|| PageRank Score: 2.79612e-05|| Category: Music|| Length: 242|| Views: 356|| Ratings: 6|| Rate: 5|| Comments: 8
Rank 1127 eGCQg1H9iKw|| PageRank Score: 2.79612e-05|| Category: People|| Length: 201|| Views: 2333|| Ratings: 7|| Rate: 4.86|| Comments: 3
Rank 1128 4o-Z98Ufruw|| PageRank Score: 2.79612e-05|| Category: Music|| Length: 171|| Views: 400|| Ratings: 2|| Rate: 2|| Comments: 3
Rank 1129 vHYM_JTwXHs|| PageRank Score: 2.79612e-05|| Category: Entertainment|| Length: 224|| Views: 85|| Ratings: 2|| Rate: 5|| Comments: 2
Rank 1130 edo4LJ-Lw5Y|| PageRank Score: 2.79612e-05|| Category: Film|| Length: 91|| Views: 535|| Ratings: 6|| Rate: 4.83|| Comments: 3
Rank 1131 zTh7m0iOXUs|| PageRank Score: 2.79612e-05|| Category: Music|| Length: 107|| Views: 1180|| Ratings: 7|| Rate: 2.14|| Comments: 13
Rank 1132 SxebbPKZ_N8|| PageRank Score: 2.79578e-05|| Category: Film|| Length: 479|| Views: 605|| Ratings: 1|| Rate: 5|| Comments: 2
Rank 1133 RJOdGLUPshI|| PageRank Score: 2.79578e-05|| Category: Music|| Length: 110|| Views: 1530|| Ratings: 6|| Rate: 3.83|| Comments: 0
Rank 1134 E8vsadWyyoM|| PageRank Score: 2.79578e-05|| Category: Music|| Length: 147|| Views: 3762|| Ratings: 6|| Rate: 4.83|| Comments: 0
Rank 1135 ItLoljRuNpA|| PageRank Score: 2.79578e-05|| Category: Music|| Length: 227|| Views: 6577|| Ratings: 17|| Rate: 4.71|| Comments: 7
Rank 1136 FppynPkAD8o|| PageRank Score: 2.79578e-05|| Category: Comedy|| Length: 96|| Views: 287|| Ratings: 2|| Rate: 5|| Comments: 3
Rank 1137 oUfDDL0_qGo|| PageRank Score: 2.79578e-05|| Category: Entertainment|| Length: 508|| Views: 52|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1138 sejrEJfS_fo|| PageRank Score: 2.79416e-05|| Category: Music|| Length: 278|| Views: 11925|| Ratings: 29|| Rate: 4.48|| Comments: 9
Rank 1139 WjB0ZEJRdN4|| PageRank Score: 2.79416e-05|| Category: Comedy|| Length: 40|| Views: 11219|| Ratings: 10|| Rate: 2.8|| Comments: 12
Rank 1140 XKOiRMuo-3I|| PageRank Score: 2.79411e-05|| Category: People|| Length: 39|| Views: 78|| Ratings: 0|| Rate: 0|| Comments: 3
Rank 1141 N83YlOVJdRU|| PageRank Score: 2.79411e-05|| Category: People|| Length: 19|| Views: 51|| Ratings: 1|| Rate: 1|| Comments: 2
Rank 1142 3_TjAJqLN0k|| PageRank Score: 2.79411e-05|| Category: People|| Length: 127|| Views: 37|| Ratings: 2|| Rate: 3|| Comments: 1
Rank 1143 Rex-mAh7PZg|| PageRank Score: 2.79077e-05|| Category: News|| Length: 49|| Views: 154|| Ratings: 8|| Rate: 3.88|| Comments: 4
Rank 1144 lmyW26ahiGE|| PageRank Score: 2.78882e-05|| Category: Music|| Length: 226|| Views: 31|| Ratings: 0|| Rate: 0|| Comments: 1
Rank 1145 _IbyWxEq-0c|| PageRank Score: 2.78878e-05|| Category: Comedy|| Length: 350|| Views: 15092|| Ratings: 88|| Rate: 4.89|| Comments: 22
Rank 1146 VEiinOMolv4|| PageRank Score: 2.78878e-05|| Category: Gadgets|| Length: 316|| Views: 563|| Ratings: 2|| Rate: 3|| Comments: 0
Rank 1147 GmMr4sxS-wo|| PageRank Score: 2.78878e-05|| Category: Comedy|| Length: 370|| Views: 273|| Ratings: 7|| Rate: 3.43|| Comments: 1
Rank 1148 wh43yLHzgj8|| PageRank Score: 2.78878e-05|| Category: Comedy|| Length: 276|| Views: 384|| Ratings: 8|| Rate: 3.5|| Comments: 3
Rank 1149 jg1WrgEtgM4|| PageRank Score: 2.78878e-05|| Category: Howto|| Length: 166|| Views: 743|| Ratings: 1|| Rate: 1|| Comments: 0
Rank 1150 ZERMSHBR8XU|| PageRank Score: 2.78878e-05|| Category: Entertainment|| Length: 38|| Views: 2234|| Ratings: 9|| Rate: 3.11|| Comments: 12
Rank 1151 ij_eWUxVhk4|| PageRank Score: 2.78878e-05|| Category: Comedy|| Length: 55|| Views: 35265|| Ratings: 89|| Rate: 3.64|| Comments: 99
Rank 1152 R14sDrjm-7Y|| PageRank Score: 2.78878e-05|| Category: Comedy|| Length: 97|| Views: 369|| Ratings: 5|| Rate: 1.8|| Comments: 0
Rank 1153 i5H6o3tSHRE|| PageRank Score: 2.78878e-05|| Category: Entertainment|| Length: 9|| Views: 202|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1154 O1hp12iBpGY|| PageRank Score: 2.78878e-05|| Category: Sports|| Length: 66|| Views: 1270|| Ratings: 5|| Rate: 3.8|| Comments: 6
Rank 1155 3giiCClV_Lc|| PageRank Score: 2.78878e-05|| Category: Entertainment|| Length: 41|| Views: 1720|| Ratings: 2|| Rate: 4|| Comments: 1
Rank 1156 80YI7nQkcNY|| PageRank Score: 2.78875e-05|| Category: Entertainment|| Length: 219|| Views: 2078|| Ratings: 11|| Rate: 4.91|| Comments: 6
Rank 1157 qKzgn35Iuqk|| PageRank Score: 2.78874e-05|| Category: Film|| Length: 110|| Views: 215|| Ratings: 4|| Rate: 4.5|| Comments: 4
Rank 1158 p5LwWkvfAzg|| PageRank Score: 2.78846e-05|| Category: Film|| Length: 121|| Views: 2886|| Ratings: 19|| Rate: 4.74|| Comments: 18
Rank 1159 na_JAJEOfs0|| PageRank Score: 2.78845e-05|| Category: Music|| Length: 222|| Views: 1372|| Ratings: 4|| Rate: 5|| Comments: 0
Rank 1160 oJvX_ITfh_w|| PageRank Score: 2.78845e-05|| Category: Film|| Length: 583|| Views: 6165|| Ratings: 27|| Rate: 4.81|| Comments: 10
Rank 1161 d9L67Ov5TwI|| PageRank Score: 2.78845e-05|| Category: Film|| Length: 202|| Views: 809|| Ratings: 18|| Rate: 4.67|| Comments: 9
Rank 1162 m57qwGx0O_o|| PageRank Score: 2.78845e-05|| Category: Travel|| Length: 47|| Views: 81|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1163 ypvGCbP8qo0|| PageRank Score: 2.78845e-05|| Category: People|| Length: 306|| Views: 75|| Ratings: 1|| Rate: 1|| Comments: 1
Rank 1164 utn6GuPuwE8|| PageRank Score: 2.78815e-05|| Category: Music|| Length: 185|| Views: 7282|| Ratings: 9|| Rate: 4.56|| Comments: 26
Rank 1165 TN5ltss0NMA|| PageRank Score: 2.78815e-05|| Category: Music|| Length: 569|| Views: 22773|| Ratings: 59|| Rate: 4.92|| Comments: 33
Rank 1166 o6C6Xf4PsJA|| PageRank Score: 2.78784e-05|| Category: Comedy|| Length: 13|| Views: 25|| Ratings: 4|| Rate: 2|| Comments: 4
Rank 1167 _2uga8CvvtY|| PageRank Score: 2.78781e-05|| Category: Entertainment|| Length: 51|| Views: 145|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1168 yIvrLEjDAdg|| PageRank Score: 2.78406e-05|| Category: Gadgets|| Length: 168|| Views: 362|| Ratings: 2|| Rate: 5|| Comments: 2
Rank 1169 XddrSKYKoAo|| PageRank Score: 2.78406e-05|| Category: Gadgets|| Length: 203|| Views: 642|| Ratings: 12|| Rate: 4.83|| Comments: 16
Rank 1170 OGdcHY7XS60|| PageRank Score: 2.78406e-05|| Category: Music|| Length: 125|| Views: 10792|| Ratings: 23|| Rate: 4.43|| Comments: 32
Rank 1171 PeLsWa-OmW0|| PageRank Score: 2.78326e-05|| Category: Gadgets|| Length: 82|| Views: 136|| Ratings: 1|| Rate: 5|| Comments: 3
Rank 1172 CSADSjKhZAc|| PageRank Score: 2.78326e-05|| Category: Gadgets|| Length: 111|| Views: 2099|| Ratings: 3|| Rate: 5|| Comments: 2
Rank 1173 2Wd-ShJE2Ko|| PageRank Score: 2.78326e-05|| Category: Gadgets|| Length: 2887|| Views: 548|| Ratings: 10|| Rate: 3.5|| Comments: 6
Rank 1174 njeSztCX5Xs|| PageRank Score: 2.78297e-05|| Category: Music|| Length: 290|| Views: 58|| Ratings: 2|| Rate: 5|| Comments: 2
Rank 1175 Eyiaxa-kRLk|| PageRank Score: 2.78217e-05|| Category: Comedy|| Length: 27|| Views: 284|| Ratings: 0|| Rate: 0|| Comments: 1
Rank 1176 _JK0Kcdthb8|| PageRank Score: 2.78217e-05|| Category: Comedy|| Length: 316|| Views: 2045|| Ratings: 35|| Rate: 3.46|| Comments: 0
Rank 1177 ytqV6GEHW24|| PageRank Score: 2.78217e-05|| Category: Comedy|| Length: 102|| Views: 19694|| Ratings: 97|| Rate: 4.7|| Comments: 34
Rank 1178 v8vDidNVFjg|| PageRank Score: 2.78216e-05|| Category: Comedy|| Length: 24|| Views: 1191|| Ratings: 2|| Rate: 3|| Comments: 0
Rank 1179 UKesBwuP5vM|| PageRank Score: 2.78186e-05|| Category: Film|| Length: 200|| Views: 33155|| Ratings: 98|| Rate: 2.72|| Comments: 74
Rank 1180 T4Of28C4Unw|| PageRank Score: 2.78185e-05|| Category: Comedy|| Length: 512|| Views: 49|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1181 rmiS96pTv5o|| PageRank Score: 2.78185e-05|| Category: Comedy|| Length: 187|| Views: 6633|| Ratings: 9|| Rate: 1|| Comments: 5
Rank 1182 8lB3-HRelUM|| PageRank Score: 2.78185e-05|| Category: Music|| Length: 52|| Views: 112|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1183 4gvbSHttEdc|| PageRank Score: 2.78185e-05|| Category: Entertainment|| Length: 234|| Views: 245|| Ratings: 3|| Rate: 4.67|| Comments: 18
Rank 1184 8rTMeUiBmjE|| PageRank Score: 2.78185e-05|| Category: Entertainment|| Length: 24|| Views: 39|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1185 cMCI-fo5mYo|| PageRank Score: 2.78185e-05|| Category: Comedy|| Length: 221|| Views: 338|| Ratings: 8|| Rate: 2.62|| Comments: 3
Rank 1186 nBB5OC8yGro|| PageRank Score: 2.78185e-05|| Category: Entertainment|| Length: 234|| Views: 5432|| Ratings: 10|| Rate: 4.7|| Comments: 1
Rank 1187 SJtG3i6ka80|| PageRank Score: 2.78185e-05|| Category: People|| Length: 623|| Views: 671|| Ratings: 28|| Rate: 3.64|| Comments: 62
Rank 1188 3vJ_cyxpqxU|| PageRank Score: 2.78185e-05|| Category: People|| Length: 140|| Views: 201|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1189 rvt0ChxvqFs|| PageRank Score: 2.78185e-05|| Category: Comedy|| Length: 141|| Views: 269|| Ratings: 0|| Rate: 0|| Comments: 2
Rank 1190 sBQuAfrRh5Q|| PageRank Score: 2.78185e-05|| Category: Comedy|| Length: 475|| Views: 232|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1191 zWmG5Z9L1Vk|| PageRank Score: 2.78185e-05|| Category: Travel|| Length: 15|| Views: 5|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1192 sFW2eeXV4HE|| PageRank Score: 2.78185e-05|| Category: Comedy|| Length: 417|| Views: 367|| Ratings: 20|| Rate: 5|| Comments: 10
Rank 1193 Lc9YhpOl_5c|| PageRank Score: 2.78185e-05|| Category: Comedy|| Length: 415|| Views: 224|| Ratings: 4|| Rate: 5|| Comments: 2
Rank 1194 RZK0cCjm-WE|| PageRank Score: 2.78185e-05|| Category: Film|| Length: 60|| Views: 59|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1195 9GErMRv2q8Y|| PageRank Score: 2.78185e-05|| Category: Music|| Length: 202|| Views: 918|| Ratings: 2|| Rate: 4.5|| Comments: 3
Rank 1196 LMnaDcGrV3s|| PageRank Score: 2.78185e-05|| Category: Comedy|| Length: 238|| Views: 1016|| Ratings: 25|| Rate: 4.96|| Comments: 23
Rank 1197 9vbd0UF9oWQ|| PageRank Score: 2.78185e-05|| Category: Music|| Length: 25|| Views: 193|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1198 9vqzoZPHwyg|| PageRank Score: 2.78185e-05|| Category: Entertainment|| Length: 125|| Views: 3721|| Ratings: 9|| Rate: 4.56|| Comments: 2
Rank 1199 ZAN6E9JWiRg|| PageRank Score: 2.78185e-05|| Category: People|| Length: 93|| Views: 3616|| Ratings: 86|| Rate: 3.88|| Comments: 77
Rank 1200 RGAiv1wMOq0|| PageRank Score: 2.78185e-05|| Category: Music|| Length: 52|| Views: 476|| Ratings: 2|| Rate: 5|| Comments: 0
Rank 1201 R9ge834eEto|| PageRank Score: 2.78185e-05|| Category: News|| Length: 37|| Views: 733|| Ratings: 6|| Rate: 4.33|| Comments: 4
Rank 1202 2fAIokvxQvs|| PageRank Score: 2.78185e-05|| Category: Comedy|| Length: 135|| Views: 328|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1203 R740nWh_A9g|| PageRank Score: 2.78185e-05|| Category: Music|| Length: 224|| Views: 96|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1204 ojbkWQxu8No|| PageRank Score: 2.78185e-05|| Category: Comedy|| Length: 54|| Views: 730|| Ratings: 4|| Rate: 4.75|| Comments: 1
Rank 1205 k9cUNtb5T8I|| PageRank Score: 2.78185e-05|| Category: People|| Length: 142|| Views: 136|| Ratings: 8|| Rate: 4.62|| Comments: 10
Rank 1206 Q_tOAjxE6Lc|| PageRank Score: 2.78185e-05|| Category: People|| Length: 202|| Views: 63|| Ratings: 0|| Rate: 0|| Comments: 8
Rank 1207 QXtjwGBrY7Y|| PageRank Score: 2.78185e-05|| Category: Entertainment|| Length: 360|| Views: 31|| Ratings: 4|| Rate: 3.75|| Comments: 2
Rank 1208 YvzONCU1FSs|| PageRank Score: 2.78185e-05|| Category: People|| Length: 33|| Views: 349|| Ratings: 1|| Rate: 5|| Comments: 1
Rank 1209 B61jIEtDboo|| PageRank Score: 2.78185e-05|| Category: Entertainment|| Length: 145|| Views: 575|| Ratings: 5|| Rate: 5|| Comments: 1
Rank 1210 a-EDIwfsH3Q|| PageRank Score: 2.78185e-05|| Category: People|| Length: 54|| Views: 51|| Ratings: 0|| Rate: 0|| Comments: 3
Rank 1211 BMzE-coDt5g|| PageRank Score: 2.78185e-05|| Category: People|| Length: 208|| Views: 73|| Ratings: 2|| Rate: 4|| Comments: 1
Rank 1212 KmUFvwe6pAQ|| PageRank Score: 2.78185e-05|| Category: Music|| Length: 37|| Views: 1567|| Ratings: 3|| Rate: 4|| Comments: 0
Rank 1213 Pgz2vBUAEHY|| PageRank Score: 2.78185e-05|| Category: Gadgets|| Length: 254|| Views: 728|| Ratings: 26|| Rate: 4.62|| Comments: 73
Rank 1214 XNhF3uHP0-Y|| PageRank Score: 2.78185e-05|| Category: People|| Length: 72|| Views: 93|| Ratings: 2|| Rate: 3.5|| Comments: 1
Rank 1215 UUjZMdbx0JQ|| PageRank Score: 2.78185e-05|| Category: Gadgets|| Length: 186|| Views: 981|| Ratings: 28|| Rate: 5|| Comments: 47
Rank 1216 CSlFhh7dplI|| PageRank Score: 2.78185e-05|| Category: Film|| Length: 448|| Views: 790|| Ratings: 7|| Rate: 4.86|| Comments: 6
Rank 1217 yKWvjlf7KsA|| PageRank Score: 2.78185e-05|| Category: Music|| Length: 190|| Views: 3388|| Ratings: 10|| Rate: 4.7|| Comments: 2
Rank 1218 P8gbO19mcD8|| PageRank Score: 2.78185e-05|| Category: Film|| Length: 419|| Views: 143|| Ratings: 0|| Rate: 0|| Comments: 8
Rank 1219 t__U7S5bCqc|| PageRank Score: 2.78185e-05|| Category: People|| Length: 127|| Views: 104|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 1220 kOyACGB9Ph0|| PageRank Score: 2.78185e-05|| Category: Music|| Length: 227|| Views: 55|| Ratings: 1|| Rate: 5|| Comments: 0
Rank 1221 pV7FlOzgd3M|| PageRank Score: 2.78185e-05|| Category: Entertainment|| Length: 131|| Views: 1003|| Ratings: 11|| Rate: 4.45|| Comments: 10
Rank 1222 toaBrh-p4r4|| PageRank Score: 2.78185e-05|| Category: People|| Length: 35|| Views: 21|| Ratings: 0|| Rate: 0|| Comments: 1
Rank 1223 5RHYmjwBvJ4|| PageRank Score: 2.78185e-05|| Category: People|| Length: 390|| Views: 332|| Ratings: 19|| Rate: 4.37|| Comments: 7
